name,url,codes,char,category,group,subgroup
"flag: Svalbard & Jan Mayen","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1ef.png?v8","1F1F8 1F1EF","🇸🇯","Flags (country-flag)","Flags","country-flag"
"swan","https://github.githubassets.com/images/icons/emoji/unicode/1f9a2.png?v8","1F9A2","🦢","Animals & Nature (animal-bird)","Animals & Nature","animal-bird"
"flag: South Sudan","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1ff.png?v8","1F1F8 1F1F8","🇸🇸","Flags (country-flag)","Flags","country-flag"
"downcast face with sweat","https://github.githubassets.com/images/icons/emoji/unicode/1f613.png?v8","1F613","😓","Smileys & Emotion (face-concerned)","Smileys & Emotion","face-concerned"
"sweat droplets","https://github.githubassets.com/images/icons/emoji/unicode/1f4a6.png?v8","1F4A6","💦","Smileys & Emotion (emotion)","Smileys & Emotion","emotion"
"grinning face with sweat","https://github.githubassets.com/images/icons/emoji/unicode/1f605.png?v8","1F605","😅","Smileys & Emotion (face-smiling)","Smileys & Emotion","face-smiling"
"flag: Estonia","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1ea.png?v8","1F1EA 1F1EA","🇪🇪","Flags (country-flag)","Flags","country-flag"
"roasted sweet potato","https://github.githubassets.com/images/icons/emoji/unicode/1f360.png?v8","1F360","🍠","Food & Drink (food-asian)","Food & Drink","food-asian"
"briefs","https://github.githubassets.com/images/icons/emoji/unicode/1fa72.png?v8","1FA72","🩲","Objects (clothing)","Objects","clothing"
"person swimming","https://github.githubassets.com/images/icons/emoji/unicode/1f3ca.png?v8","1F3CA","🏊","People & Body (person-sport)","People & Body","person-sport"
"person swimming","https://github.githubassets.com/images/icons/emoji/unicode/1f3ca-2642.png?v8","1F3CA","🏊","People & Body (person-sport)","People & Body","person-sport"
"person swimming","https://github.githubassets.com/images/icons/emoji/unicode/1f3ca-2640.png?v8","1F3CA","🏊","People & Body (person-sport)","People & Body","person-sport"
"flag: Cocos (Keeling) Islands","https://github.githubassets.com/images/icons/emoji/unicode/1f1e8-1f1ed.png?v8","1F1E8 1F1E8","🇨🇨","Flags (country-flag)","Flags","country-flag"
"input symbols","https://github.githubassets.com/images/icons/emoji/unicode/1f523.png?v8","1F523","🔣","Symbols (alphanum)","Symbols","alphanum"
"synagogue","https://github.githubassets.com/images/icons/emoji/unicode/1f54d.png?v8","1F54D","🕍","Travel & Places (place-religious)","Travel & Places","place-religious"
"flag: South Sudan","https://github.githubassets.com/images/icons/emoji/unicode/1f1f8-1f1fe.png?v8","1F1F8 1F1F8","🇸🇸","Flags (country-flag)","Flags","country-flag"
"syringe","https://github.githubassets.com/images/icons/emoji/unicode/1f489.png?v8","1F489","💉","Objects (medical)","Objects","medical"
"T-Rex","https://github.githubassets.com/images/icons/emoji/unicode/1f996.png?v8","1F996","🦖","Animals & Nature (animal-reptile)","Animals & Nature","animal-reptile"
"taco","https://github.githubassets.com/images/icons/emoji/unicode/1f32e.png?v8","1F32E","🌮","Food & Drink (food-prepared)","Food & Drink","food-prepared"
"party popper","https://github.githubassets.com/images/icons/emoji/unicode/1f389.png?v8","1F389","🎉","Activities (event)","Activities","event"
"flag: Trinidad & Tobago","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1fc.png?v8","1F1F9 1F1F9","🇹🇹","Flags (country-flag)","Flags","country-flag"
"flag: Tajikistan","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1ef.png?v8","1F1F9 1F1EF","🇹🇯","Flags (country-flag)","Flags","country-flag"
"takeout box","https://github.githubassets.com/images/icons/emoji/unicode/1f961.png?v8","1F961","🥡","Food & Drink (food-asian)","Food & Drink","food-asian"
"tanabata tree","https://github.githubassets.com/images/icons/emoji/unicode/1f38b.png?v8","1F38B","🎋","Activities (event)","Activities","event"
"tangerine","https://github.githubassets.com/images/icons/emoji/unicode/1f34a.png?v8","1F34A","🍊","Food & Drink (food-fruit)","Food & Drink","food-fruit"
"flag: Trinidad & Tobago","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1ff.png?v8","1F1F9 1F1F9","🇹🇹","Flags (country-flag)","Flags","country-flag"
"Taurus","https://github.githubassets.com/images/icons/emoji/unicode/2649.png?v8","2649","♉","Symbols (zodiac)","Symbols","zodiac"
"taxi","https://github.githubassets.com/images/icons/emoji/unicode/1f695.png?v8","1F695","🚕","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"teacup without handle","https://github.githubassets.com/images/icons/emoji/unicode/1f375.png?v8","1F375","🍵","Food & Drink (drink)","Food & Drink","drink"
"person","https://github.githubassets.com/images/icons/emoji/unicode/1f9d1-1f3eb.png?v8","1F9D1","🧑","People & Body (person)","People & Body","person"
"person","https://github.githubassets.com/images/icons/emoji/unicode/1f9d1-1f4bb.png?v8","1F9D1","🧑","People & Body (person)","People & Body","person"
"teddy bear","https://github.githubassets.com/images/icons/emoji/unicode/1f9f8.png?v8","1F9F8","🧸","Activities (game)","Activities","game"
"telephone","https://github.githubassets.com/images/icons/emoji/unicode/260e.png?v8","260E","☎","Objects (phone)","Objects","phone"
"telephone receiver","https://github.githubassets.com/images/icons/emoji/unicode/1f4de.png?v8","1F4DE","📞","Objects (phone)","Objects","phone"
"telescope","https://github.githubassets.com/images/icons/emoji/unicode/1f52d.png?v8","1F52D","🔭","Objects (science)","Objects","science"
"tennis","https://github.githubassets.com/images/icons/emoji/unicode/1f3be.png?v8","1F3BE","🎾","Activities (sport)","Activities","sport"
"tent","https://github.githubassets.com/images/icons/emoji/unicode/26fa.png?v8","26FA","⛺","Travel & Places (place-other)","Travel & Places","place-other"
"test tube","https://github.githubassets.com/images/icons/emoji/unicode/1f9ea.png?v8","1F9EA","🧪","Objects (science)","Objects","science"
"flag: Haiti","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1ed.png?v8","1F1ED 1F1F9","🇭🇹","Flags (country-flag)","Flags","country-flag"
"thermometer","https://github.githubassets.com/images/icons/emoji/unicode/1f321.png?v8","1F321","🌡","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"thinking face","https://github.githubassets.com/images/icons/emoji/unicode/1f914.png?v8","1F914","🤔","Smileys & Emotion (face-hand)","Smileys & Emotion","face-hand"
"thought balloon","https://github.githubassets.com/images/icons/emoji/unicode/1f4ad.png?v8","1F4AD","💭","Smileys & Emotion (emotion)","Smileys & Emotion","emotion"
"thread","https://github.githubassets.com/images/icons/emoji/unicode/1f9f5.png?v8","1F9F5","🧵","Activities (arts & crafts)","Activities","arts & crafts"
"keycap: 3","https://github.githubassets.com/images/icons/emoji/unicode/0033-20e3.png?v8","0033 20E3","3⃣","Symbols (keycap)","Symbols","keycap"
"thumbs down","https://github.githubassets.com/images/icons/emoji/unicode/1f44e.png?v8","1F44E","👎","People & Body (hand-fingers-closed)","People & Body","hand-fingers-closed"
"thumbs up","https://github.githubassets.com/images/icons/emoji/unicode/1f44d.png?v8","1F44D","👍","People & Body (hand-fingers-closed)","People & Body","hand-fingers-closed"
"ticket","https://github.githubassets.com/images/icons/emoji/unicode/1f3ab.png?v8","1F3AB","🎫","Activities (event)","Activities","event"
"admission tickets","https://github.githubassets.com/images/icons/emoji/unicode/1f39f.png?v8","1F39F","🎟","Activities (event)","Activities","event"
"tiger face","https://github.githubassets.com/images/icons/emoji/unicode/1f42f.png?v8","1F42F","🐯","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"tiger","https://github.githubassets.com/images/icons/emoji/unicode/1f405.png?v8","1F405","🐅","Animals & Nature (animal-mammal)","Animals & Nature","animal-mammal"
"timer clock","https://github.githubassets.com/images/icons/emoji/unicode/23f2.png?v8","23F2","⏲","Travel & Places (time)","Travel & Places","time"
"flag: Lithuania","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1f1.png?v8","1F1F1 1F1F9","🇱🇹","Flags (country-flag)","Flags","country-flag"
"person tipping hand","https://github.githubassets.com/images/icons/emoji/unicode/1f481-2642.png?v8","1F481","💁","People & Body (person-gesture)","People & Body","person-gesture"
"person tipping hand","https://github.githubassets.com/images/icons/emoji/unicode/1f481.png?v8","1F481","💁","People & Body (person-gesture)","People & Body","person-gesture"
"person tipping hand","https://github.githubassets.com/images/icons/emoji/unicode/1f481-2640.png?v8","1F481","💁","People & Body (person-gesture)","People & Body","person-gesture"
"tired face","https://github.githubassets.com/images/icons/emoji/unicode/1f62b.png?v8","1F62B","😫","Smileys & Emotion (face-concerned)","Smileys & Emotion","face-concerned"
"trade mark","https://github.githubassets.com/images/icons/emoji/unicode/2122.png?v8","2122","™","Symbols (other-symbol)","Symbols","other-symbol"
"flag: Guernsey","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1ec.png?v8","1F1EC 1F1EC","🇬🇬","Flags (country-flag)","Flags","country-flag"
"toilet","https://github.githubassets.com/images/icons/emoji/unicode/1f6bd.png?v8","1F6BD","🚽","Objects (household)","Objects","household"
"flag: Tokelau","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1f0.png?v8","1F1F9 1F1F0","🇹🇰","Flags (country-flag)","Flags","country-flag"
"Tokyo tower","https://github.githubassets.com/images/icons/emoji/unicode/1f5fc.png?v8","1F5FC","🗼","Travel & Places (place-building)","Travel & Places","place-building"
"tomato","https://github.githubassets.com/images/icons/emoji/unicode/1f345.png?v8","1F345","🍅","Food & Drink (food-fruit)","Food & Drink","food-fruit"
"flag: Tonga","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1f4.png?v8","1F1F9 1F1F4","🇹🇴","Flags (country-flag)","Flags","country-flag"
"tongue","https://github.githubassets.com/images/icons/emoji/unicode/1f445.png?v8","1F445","👅","People & Body (body-parts)","People & Body","body-parts"
"toolbox","https://github.githubassets.com/images/icons/emoji/unicode/1f9f0.png?v8","1F9F0","🧰","Objects (tool)","Objects","tool"
"tooth","https://github.githubassets.com/images/icons/emoji/unicode/1f9b7.png?v8","1F9B7","🦷","People & Body (body-parts)","People & Body","body-parts"
"TOP arrow","https://github.githubassets.com/images/icons/emoji/unicode/1f51d.png?v8","1F51D","🔝","Symbols (arrow)","Symbols","arrow"
"top hat","https://github.githubassets.com/images/icons/emoji/unicode/1f3a9.png?v8","1F3A9","🎩","Objects (clothing)","Objects","clothing"
"tornado","https://github.githubassets.com/images/icons/emoji/unicode/1f32a.png?v8","1F32A","🌪","Travel & Places (sky & weather)","Travel & Places","sky & weather"
"flag: Turkey","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1f7.png?v8","1F1F9 1F1F7","🇹🇷","Flags (country-flag)","Flags","country-flag"
"trackball","https://github.githubassets.com/images/icons/emoji/unicode/1f5b2.png?v8","1F5B2","🖲","Objects (computer)","Objects","computer"
"tractor","https://github.githubassets.com/images/icons/emoji/unicode/1f69c.png?v8","1F69C","🚜","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"horizontal traffic light","https://github.githubassets.com/images/icons/emoji/unicode/1f6a5.png?v8","1F6A5","🚥","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"tram car","https://github.githubassets.com/images/icons/emoji/unicode/1f68b.png?v8","1F68B","🚋","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"train","https://github.githubassets.com/images/icons/emoji/unicode/1f686.png?v8","1F686","🚆","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"tram","https://github.githubassets.com/images/icons/emoji/unicode/1f68a.png?v8","1F68A","🚊","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"triangular flag","https://github.githubassets.com/images/icons/emoji/unicode/1f6a9.png?v8","1F6A9","🚩","Flags (flag)","Flags","flag"
"triangular ruler","https://github.githubassets.com/images/icons/emoji/unicode/1f4d0.png?v8","1F4D0","📐","Objects (office)","Objects","office"
"trident emblem","https://github.githubassets.com/images/icons/emoji/unicode/1f531.png?v8","1F531","🔱","Symbols (other-symbol)","Symbols","other-symbol"
"flag: Trinidad & Tobago","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1f9.png?v8","1F1F9 1F1F9","🇹🇹","Flags (country-flag)","Flags","country-flag"
"flag: Austria","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1e6.png?v8","1F1E6 1F1F9","🇦🇹","Flags (country-flag)","Flags","country-flag"
"face with steam from nose","https://github.githubassets.com/images/icons/emoji/unicode/1f624.png?v8","1F624","😤","Smileys & Emotion (face-negative)","Smileys & Emotion","face-negative"
"trolleybus","https://github.githubassets.com/images/icons/emoji/unicode/1f68e.png?v8","1F68E","🚎","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"trollface","https://github.githubassets.com/images/icons/emoji/trollface.png?v8",undefined,undefined,undefined,undefined,undefined
"trophy","https://github.githubassets.com/images/icons/emoji/unicode/1f3c6.png?v8","1F3C6","🏆","Activities (award-medal)","Activities","award-medal"
"tropical drink","https://github.githubassets.com/images/icons/emoji/unicode/1f379.png?v8","1F379","🍹","Food & Drink (drink)","Food & Drink","drink"
"tropical fish","https://github.githubassets.com/images/icons/emoji/unicode/1f420.png?v8","1F420","🐠","Animals & Nature (animal-marine)","Animals & Nature","animal-marine"
"delivery truck","https://github.githubassets.com/images/icons/emoji/unicode/1f69a.png?v8","1F69A","🚚","Travel & Places (transport-ground)","Travel & Places","transport-ground"
"trumpet","https://github.githubassets.com/images/icons/emoji/unicode/1f3ba.png?v8","1F3BA","🎺","Objects (musical-instrument)","Objects","musical-instrument"
"t-shirt","https://github.githubassets.com/images/icons/emoji/unicode/1f455.png?v8","1F455","👕","Objects (clothing)","Objects","clothing"
"tulip","https://github.githubassets.com/images/icons/emoji/unicode/1f337.png?v8","1F337","🌷","Animals & Nature (plant-flower)","Animals & Nature","plant-flower"
"tumbler glass","https://github.githubassets.com/images/icons/emoji/unicode/1f943.png?v8","1F943","🥃","Food & Drink (drink)","Food & Drink","drink"
"flag: Tunisia","https://github.githubassets.com/images/icons/emoji/unicode/1f1f9-1f1f3.png?v8","1F1F9 1F1F3","🇹🇳","Flags (country-flag)","Flags","country-flag"
